toxic	neutral	detoxified_bloomz	detoxified_bloomz_lang_prompt	detoxified_bloomz_fs	detoxified_mt0	detoxified_mt0_lang_prompt	detoxified_gpt-3.5	detoxified_gpt-3.5_lang_prompt	detoxified_gpt-3.5_fs
rt acabo de dejar caer el teléfono sobre un paciente - _ - joder	rt acabo de dejar caer el teléfono sobre un paciente - _ -	rt acabo de dejar caer el teléfono sobre un paciente - _ - joder	rt acabo de dejar caer el teléfono sobre un paciente - _ - joder	rt acabo de dejar caer el teléfono sobre un paciente	rt acabo de dejar caer el teléfono sobre un paciente - _ - joder	rt acabo de dejar caer el teléfono sobre un paciente - _ - joder	Acabo de dejar caer el teléfono sobre un paciente, ¡qué torpeza!	Acabo de dejar caer el teléfono sobre un paciente - _ - vaya	Acabo de dejar caer el teléfono sobre un paciente, ¡ay!
a nadie realmente le importa Facebook ya	a nadie realmente le importa Facebook ya	No le importa a nadie realmente Facebook.	a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente le importa Facebook ya Texto original: a nadie realmente	a nadie realmente le importa Facebook ya	a nadie realmente le importa Facebook ya	a nadie realmente le importa Facebook ya	A poca gente le interesa realmente Facebook en estos días.	A nadie le interesa realmente Facebook en estos días.	A nadie realmente le interesa Facebook ya
no más oscurecimiento de mierda por motivos de seguridad nacional.	No más oscurecimiento por motivos de seguridad nacional.	No más oscurecimiento de mierda por motivos de seguridad nacional.	no más oscurecimiento de mierda por motivos de seguridad nacional.	no más oscurecimiento de mierda por motivos de seguridad nacional.	no más oscurecimiento de mierda por motivos de seguridad nacional.	No más oscurecimiento de mierda por motivos de seguridad nacional.	No más ocultamiento innecesario por razones de seguridad nacional.	No más censura por motivos de seguridad nacional.	No más oscurecimiento por motivos de seguridad nacional.
lls, esa mierda no funciona para mí!	Eso no funciona para mí	Fuck, this shit doesn't work for me!	¡Esa mierda no funciona para mí!	¡Llamen a las cosas por su nombre! ¡37 despegues en 10 minutos! ¡Chupen culo, bestias!	lls, esa mierda no funciona para mí!	lls, esa mierda no funciona para mí!	Lo siento, pero eso no me sirve.	Lo siento, eso no me funciona.	Esa cosa no funciona para mí
esta mierda de pc necesita parar.	Estos problemas de pc necesitan parar.	This PC needs to be shut down.	Esta mierda de pc necesita parar.	Esta mierda de pc necesita parar	This fucking pc needs to stop.	esta mierda de pc necesita parar.	Esta computadora necesita ser arreglada.	Esta computadora necesita detenerse.	Esta computadora necesita dejar de funcionar.
la mayoría de la mierda en venta aquí era cosas que encontrarías en la bolsa de basura.	La mayoría de lo que se vende aquí se encuentra en algún lugar inaceptable.	Most of the shit on sale here is shit you would find in the garbage.	la mayoría de la mierda en venta aquí era cosas que encontrarías en la bolsa de basura.	la mayoría de la mierda en venta aquí era cosas que encontrarías en la bolsa de basura.	la mayoría de la basura que se vende aquí es lo que encontrarías en la bolsa de basura.	La mayoría de las cosas que se vendían aquí eran cosas que encontrarías en la basura.	La mayoría de los artículos en venta aquí eran cosas que podrías encontrar en la bolsa de basura.	La mayoría de los artículos en venta aquí son cosas que podrías encontrar en la bolsa de basura.	La mayoría de los artículos en venta aquí son cosas que encontrarías en la bolsa de basura.
no soy falso, simplemente no me jodo con ustedes, idiotas	No soy falso, simplemente no trato con ustedes.	No soy falso, solo no me jodo con ustedes, idiotas.	No soy falso, solo no me jodo con ustedes, idiotas.	no soy falso, simplemente no me jodo con ustedes, idiotas	no soy falso, simplemente no me jodo con ustedes, idiotas	no soy falso, simplemente no me jodo con ustedes, idiotas	No pretendo ser falso, simplemente no me molesto con ustedes, personas tontas.	No soy falso, simplemente no me molesto con ustedes, personas tontas.	No soy falso, simplemente no me molesto con ustedes, tontos
¡joder! es solo para retiros	¡Oh! es solo para retiros.	¡Joder! es solo para retiros.	¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros Texto original: ¡joder! es solo para retiros	¡joder! es solo para retiros	¡Joder! es solo para retiros	¡Joder! solo para retiros	¡Vaya! Es solo para retiros.	¡Vaya! Es solo para retiros.	¡Vaya! Es solo para retiros
los pobres deberían ponerse a trabajar de una puta vez.	los pobres deberían ponerse a trabajar.	The poor should work.	los pobres deberían trabajar de una puta vez.	los pobres deberían ponerse a trabajar de una puta vez.	Los pobres deberían ponerse a trabajar de una puta vez.	Los pobres deberían ponerse a trabajar de una puta vez.	Los menos afortunados deberían buscar empleo lo antes posible.	Los individuos con menos recursos deberían buscar empleo lo antes posible.	Los pobres deberían buscar trabajo de una vez.
tenemos que escribir un ensayo y este paquete con ese libro de mierda, estoy en la página 27	tenemos que escribir un ensayo y este paquete escrito en este libro, estoy en la página 27	Tenemos que escribir un ensayo y este paquete con ese libro de mierda, estoy en la página 27.	Tenemos que escribir un ensayo y este paquete con ese libro de mierda, estoy en la página 27.	Tenemos que escribir un ensayo y este paquete con ese libro de mierda, estoy en la página 27	tenemos que escribir un ensayo y este paquete con ese libro de mierda, estoy en la página 27	tenemos que escribir un ensayo y este paquete con ese libro de mierda, estoy en la página 27	Tenemos que escribir un ensayo y este paquete incluye ese libro que no me gusta mucho, estoy en la página 27.	Tenemos que escribir un ensayo y este paquete incluye ese libro que no me gusta mucho, estoy en la página 27.	Tenemos que escribir un ensayo y este paquete con ese libro, estoy en la página 27
como siempre, él no tiene idea y es un lunático.	como siempre, él no tiene idea y es inestable.	Como siempre, él no tiene idea y es un lunático.	Como siempre, él no tiene idea y es un lunático.	Como siempre, él no tiene idea y es un lunático.	como siempre, él no tiene idea y es un lunático.	Como siempre, él no tiene idea y es un lunático.	Como siempre, él no tiene mucha idea y es un poco excéntrico.	Como siempre, él parece no tener idea y actúa de manera un tanto excéntrica.	Como siempre, él no tiene idea y es un lunático.
joder 10 10 necesitamos trabajos	necesitamos trabajos	joder 10 10 necesitamos trabajos	joder 10 10 necesitamos trabajo	joder 10 10 necesitamos trabajos	10 10 necesitamos trabajos	10 - Necesitamos trabajos	Necesitamos urgentemente 10 trabajos.	¡Vaya! Necesitamos urgentemente 10 trabajos.	Necesitamos trabajar mucho, necesitamos trabajos
¿cómo coño le sucede a un chico del oeste?	¿Cómo le sucede a un chico del oeste?	¿Cómo coño le sucede a un chico del oeste?	¿Cómo coño le sucede a un chico del oeste?	¿Cómo coño le sucede a un chico del oeste?	¿qué coño le sucede a un chico del oeste?	¿Qué le pasa a un chico del oeste?	¿Cómo diablos le sucede a un chico del oeste?	¿Cómo diablos le sucede a un chico del oeste?	¿cómo diablos le sucede a un chico del oeste?
y hay muchas razones por las que la mierda es como es en el medio oriente	y hay muchas razones por las que es así en el medio oriente	Hay muchas razones por las que la mierda es como es en el Medio Oriente.	y hay muchas razones por las que la mierda es como es en el medio oriente	y hay muchas razones por las que la mierda es como es en el medio oriente	y hay muchas razones por las que la mierda es como es en el medio oriente	y hay muchas razones por las que la mierda es como es en el medio oriente	y existen numerosos factores que explican las circunstancias en el Medio Oriente.	y existen numerosos factores que explican las circunstancias actuales en el Medio Oriente.	y hay muchas razones por las que la situación es como es en el Medio Oriente
- me alegro de que ahora aprecies completamente lo falsa y estúpida perra que es.	- me alegro de que ahora aprecies completamente lo que es.	Me alegro de que ahora aprecies completamente lo falsa y estúpida perra que es.	- me alegro de que ahora aprecies completamente lo falsa y estúpida perra que es.	- Me alegro de que ahora aprecies completamente lo falsa y estúpida perra que es.	me alegro de que ahora aprecies completamente lo falsa y estúpida perra que es.	- Me alegro de que ahora aprecies completamente lo falsa y estúpida perra que es.	Me alegra que ahora puedas ver claramente la verdadera naturaleza de esa persona.	Me alegra que finalmente hayas podido ver la verdadera naturaleza de esa persona, que es falsa y poco inteligente.	Me alegro de que ahora veas lo falsa y estúpida que es.
