toxic	neutral	detoxified_bloomz	detoxified_bloomz_lang_prompt	detoxified_bloomz_fs	detoxified_mt0	detoxified_mt0_lang_prompt	detoxified_gpt-3.5	detoxified_gpt-3.5_lang_prompt	detoxified_gpt-3.5_fs
VERDAMMT! NEIN, NICHT DAS!!!! MEIN KLEID IST WEG :((( WO FINDE ICH SO EINS !!!???? VERDAMMT, NICHT DAS!! WARUM AUSGERECHNET DAS??	NEIN, NICHT DAS!!!! MEIN KLEID IST WEG :((( WO FINDE ICH SO EINS !!!???? NICHT DAS!! WARUM AUSGERECHNET DAS??	WAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH	Es ist nicht so schlecht, wenn man sich nicht so schlecht sehen kann.	VERDAMMT! NICHT DAS!! MEIN KLEID IST WEG :((( WO FINDE ICH SO EINS !!!???? VERDAMMT, NICHT DAS!! WARUM AUSGERECHNET DAS??	VERDAMMT! NEIN, NICHT DAS!!! MEIN KLEID IST WEG :((( WO FINDE ICH SO EINS!!!???? VERDAMMT, NICHT DAS!! WARUM AUSGERECHNET DAS??	VERDAMMT! NEIN, NICHT DAS!!! MEIN KLEID IST WEG :((( WO FINDE ICH SO EINS!!!???? VERDAMMT, NICHT DAS!! WARUM AUSGERECHNET DAS??	Oh nein, das ist ärgerlich! Mein Kleid ist verschwunden :((( Wo kann ich nur ein neues finden? Warum ausgerechnet das passieren?	Oh nein, mein Kleid ist verschwunden :((( Wo kann ich nur ein ähnliches finden? Warum ausgerechnet das?	Oh nein, mein Kleid ist weg :((( Wo finde ich so eins ??? Warum ausgerechnet das??
Im wahrsten Sinne des Wortes, so ein Land! Schwuchteln an der Macht!	Im wahrsten Sinne des Wortes, so ein Land! Unwürdige Leute an der Macht!	I am the first sin of the word, so a land! I am the power of the word!	Land!	Im wahrsten Sinne des Wortes, so ein Land! Schwuchteln an der Macht!	Im wahrsten Sinne des Wortes, so ein Land! Schwuchteln an der Macht!	Im wahrsten Sinne des Wortes, so ein Land! Schwuchteln an der Macht!	In der Tat, ein interessantes Land! Homosexuelle Menschen in Führungspositionen!	In der Tat, ein interessantes Land! Homosexuelle Personen in Führungspositionen!	Im wahrsten Sinne des Wortes, so ein Land! Personen mit anderen sexuellen Orientierungen an der Macht!
aaaa , scheiße, ich habe mich an der Ecke gestoßen ((	aaaa , das tut weh, ich habe mich an der Ecke gestoßen ((	aaaa , scheiße , ich habe mich an der Ecke gestohlen ((	aaaa , schnee , ich habe mich an der Ecke gestossen	aaaa , ich habe mich an der Ecke gestoßen ((	aaaa, scheiße, ich habe mich an der Ecke gestoßen ((	aa, scheiße, ich habe mich an der Ecke gestoßen ((	Oh nein, ich habe mich gerade an der Ecke gestoßen.	Oh nein, ich habe mich gerade an der Ecke gestoßen.	Ach, Mist, ich habe mich an der Ecke gestoßen.
20 Jahre Durchbrüche und Rucke und am Ende in voller Scheiße. Ein Wort Fotzenbolzen und Schwätzer	Zwanzig	20 years of lies and deceit and at the end in a big fat lie. A word of Fakeness and deceit.	20 Jahre Durchbrüche und Rucke und am Ende in voller Scheiße.	20 Jahre Durchbrüche und Rucke und am Ende in voller Scheiße. Ein Wort Fotzenbolzen und Schwätzer	20 Jahre Durchbrüche und Rucke und am Ende in voller Scheiße. Ein Wort Fotzenbolzen und Schwätzer	20 Jahre Durchbrüche und Rucke und am Ende in voller Scheiße. Ein Wort Fotzenbolzen und Schwätzer	20 Jahre voller Herausforderungen und Höhen und Tiefen und am Ende in einer schwierigen Situation. Einige Leute haben nicht gehalten, was sie versprochen haben.	20 Jahre voller Herausforderungen und Hindernisse, die letztendlich zu einer schwierigen Situation geführt haben. Einige Personen haben sich als nicht verlässlich erwiesen und ihre Versprechen nicht gehalten.	20 Jahre harter Arbeit und Bemühungen und am Ende stehe ich vor einer schwierigen Situation. Ein paar Worte und falsche Versprechen.
HALT, ICH HABE KEINE ZEICHNUNGEN, DESHALB HABE ICH NICHT GEWORFEN(((	Halt, ich habe keine Zeichnungen, deshalb habe ich nicht geworfen	HALT, ICH HABE KEINE ZEICHNUNGEN, DESHALB HABE ICH NICHT GEWORFEN(((	Ich habe keinen Zugang, da habe ich keinen Zugang.	HALT, ICH HABE KEINE ZEICHNUNGEN, DESHALB HABE ICH NICHT GEWORFEN(((	HALT, ICH HABE KEINE ZEICHNUNGEN, DESHALB HABE ICH NICHT GEWORFEN(((	HALT, ICH HABE KEINE ZEICHNUNGEN, DESHALB HABE ICH NICHT GEWORFEN(((	Entschuldigung, ich habe keine Skizzen dabei, deshalb habe ich nicht geworfen.	Entschuldigung, ich habe keine Skizzen dabei, daher konnte ich nicht werfen.	Entschuldigung, ich habe keine Zeichnungen, deshalb habe ich nicht geworfen.
Aber Nordkorea konnten die Scheißamerikaner gerade nicht einnehmen)))	Aber Nordkorea konnten die Amerikaner gerade nicht einnehmen	But North Korea didn't even take the American's money.		Aber Nordkorea konnten die Scheißamerikaner gerade nicht einnehmen)))	Aber Nordkorea konnten die Scheißamerikaner gerade nicht einnehmen)))	Aber die Scheißamerikaner konnten Nordkorea nicht einnehmen)))	Aber die Amerikaner konnten Nordkorea gerade nicht einnehmen.	Aber die Amerikaner hatten gerade Schwierigkeiten, Nordkorea einzunehmen.	Aber Nordkorea konnten die Amerikaner gerade nicht einnehmen)))
FICK, WAS IST MIT MEINEM TWITTER PASSIERT? O_O	Was ist mit meinem Twitter passiert O_O	FUCK, WHAT WAS THAT WITH MY TWITTER PASS? O_O		FICK, WAS IST MIT MEINEM TWITTER PASSIERT? O_O	FICK, WAS IST MIT MEINEM TWITTER PASSIERT? O_O	FICK, WAS IST MIT MEINEM TWITTER PASSIERT? O_O	Oh nein, was ist mit meinem Twitter passiert? O_O	Oh nein, was ist mit meinem Twitter-Konto passiert? O_O	Oh nein, was ist mit meinem Twitter passiert? O_O
Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya sich als echter Kampfschwuler herausgestellt hat:( #…	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya nicht recht hatte.	I have read the letter from Okhlobystin to the President. Shame on Vanya for being such a coward:( #	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya sich als echter Kampfschwuler herausgestellt hat:( #	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya sich als echter Kampfschwuler herausgestellt hat:( #	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya sich als echter Kampfschwuler herausgestellt hat:( #	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya sich als echter Kampfschwuler herausgestellt hat:( #...	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Es ist schade, dass Vanya sich als homosexueller Kämpfer herausgestellt hat:( #…	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Es ist bedauerlich, dass Vanya sich als homosexueller Aktivist entpuppt hat. #...	Ich habe den Brief von Okhlobystin an den Präsidenten gelesen. Schade, dass Vanya sich als echter Kämpfer herausgestellt hat:( #...
Nicht scheißen - das ist das Los von Abgeordneten und Ministern	Nicht lügen ist das Los von Abgeordneten und Ministern	Not to be confused with the Los of the German language, which is the loss of a word.		Nicht scheißen - das ist das Los von Abgeordneten und Ministern.	Nicht scheißen - das ist das Los von Abgeordneten und Ministern	Nein, das ist das Los von Abgeordneten und Ministern	Nicht lügen - das ist die Realität für Abgeordnete und Minister.	Nicht auf die leichte Schulter nehmen - das gehört einfach zum Job von Abgeordneten und Ministern.	Nicht zu glauben - das ist das Los von Abgeordneten und Ministern.
Woher kommt ihr verdammten Huren	Woher kommt ihr denn?	Where's your damn Huren		Woher kommt ihr verdammte Huren?	Woher kommt ihr verdammten Huren	Ihr verdammten Huren	Woher kommt ihr verfluchten Damen?	Woher stammt ihr verfluchten Damen?	Woher kommt ihr Huren
Die beschissenste Nachricht in letzter Zeit:(	Die schlechteste Nachricht in letzter Zeit	(The most recent news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important news is that the most important	Die beschissenste Nachricht in letzter Zeit:(	Die beschissenste Nachricht in letzter Zeit:(	Die schlimmste Nachricht in letzter Zeit:(	Die schlechteste Nachricht in letzter Zeit:(	Die enttäuschendste Nachricht in letzter Zeit:(	Die enttäuschendste Nachricht in letzter Zeit:(	Die schlechteste Nachricht in letzter Zeit:(
Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen( alles so rechtzeitig!	Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern. Er kann sie nicht öffnen. Alles so rechtzeitig.	Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen( alles so rechtzeitig!	Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen( alles so rechtzeitig!	Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen( alles so rechtzeitig!	Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen( alles so rechtzeitig!	Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen(alles so rechtzeitig!	Oh Mann! Was ist denn jetzt los? Er hat schon genug mit Schnupfen und Husten zu kämpfen, und jetzt fangen auch noch seine Augen an zu eitern! Er kann sie kaum öffnen. Das kommt ja alles so plötzlich!	Deine Mutter! Wofür zum Teufel? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern!!! Er kann sie nicht öffnen( alles so rechtzeitig!	Deine Mutter! Warum passiert das jetzt auch noch? Nicht genug Schnupfen und Husten, jetzt fangen die Augen an zu eitern! Er kann sie nicht öffnen, alles so rechtzeitig!
Das ist der Arsch der Welt! Einen Diätassistenten ins Studio!!!! und einen Friseur!!!! Sie hat Geld, gibt aber nichts für sich aus, spart, wartet))))))))))))))	Einen Diätassistenten ins Studio!!!! und einen Friseur!!!! Sie hat Geld, gibt aber nichts für sich aus, spart, wartet))))))))))))))	This is the world of the poor! A diet assistant in the studio!!!! And a hairdresser!!!! You have money, but you give nothing to yourself, you are selfish, you wait for it))))))))))))	Das ist der Arsch der Welt! Einen Diätassistenten ins Studio!!!! und einen Friseur!!!! Sie hat Geld, gibt aber nichts für sich aus, spart, wartet))))))))))	Das ist der Arsch der Welt! Einen Diätassistenten ins Studio!!!! und einen Friseur!!!! Sie hat Geld, gibt aber nichts für sich aus, spart, wartet))))))))))))))	Das ist der Arsch der Welt! Einen Diätassistenten ins Studio!!!! und einen Friseur!!!! Sie hat Geld, gibt aber nichts für sich aus, spart, wartet))))))))))))))	Das ist der Arsch der Welt! Einen Diätassistenten ins Studio!!!! und einen Friseur!!!! Sie hat Geld, gibt aber nichts für sich aus, spart, wartet))))))))))))))	Das ist wirklich abgelegen! Wir brauchen dringend einen Diätassistenten im Studio und auch einen Friseur. Sie hat genug Geld, aber gibt es nicht für sich aus, sondern spart und wartet geduldig.	Das ist wirklich abgelegen! Wir brauchen dringend einen Diätassistenten und einen Friseur im Studio! Obwohl sie finanziell gut dasteht, investiert sie kaum in sich selbst, sondern spart und wartet ab.	Das ist wirklich ärgerlich! Einen Diätassistenten ins Studio und einen Friseur! Sie hat Geld, gibt aber nichts für sich aus, spart und wartet.
